Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change,FII Holding Change,MF Holding Change,Promoter Holding Change,Percentage Buy Record,No. of analysts with buy reco,Percentage Upside
Real Touch Finance Ltd,RTFL,Diversified Financials,36.98,30.6,25.68,23.76,NULL,2.41,1.94,0.5,0,0,0,0,NULL,0,NULL
Tyroon Tea Co Ltd,TYROON,NULL,36.96,103.75,5.19,10.11,NULL,42.16,8.04,0.92,0,0,0,0,NULL,0,NULL
Sanginita Chemicals Ltd,SANGINITA,Commodity Chemicals,36.93,21.7,105.52,5.08,NULL,198.44,0.46,0.11,0,0,0,-1.96,NULL,0,NULL
Nel Holdings South Ltd,NEH,NULL,36.88,2.55,-0.56,0.3,NULL,319.54,-61.92,3.38,0,0,0,0,NULL,0,NULL
Skyline Millars Ltd,SKYLMILAR,Real Estate,36.87,9.03,49.82,-13.32,NULL,2.07,0.74,0,0,0,0,0,NULL,0,NULL
Containe Technologies Ltd,CONTAINE,NULL,36.85,62,737.01,NULL,NULL,2.07,0.1,0.05,NULL,NULL,NULL,NULL,NULL,0,NULL
ARC Finance Ltd,ARCFIN,Investment Banking & Brokerage,36.84,0.74,131.58,33.17,NULL,32.59,0.38,0.1,0,0,0,0,NULL,0,NULL
Utique Enterprises Ltd,UTIQUE,NULL,36.84,6.95,3,89.76,NULL,38.38,12.31,0.02,0,0,0,0,NULL,0,NULL
Adeshwar Meditex Ltd,ADESHWAR,NULL,36.8,25.5,46,NULL,NULL,64.99,1.2,0.4,NULL,NULL,NULL,NULL,NULL,0,NULL
Nippon India Nifty Auto ETF,AUTOBEES,Equity,36.77,131.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Pulz Electronics Ltd,PULZ,Electronic Equipments,36.67,70.6,27.78,7.63,NULL,20.31,1.69,0.37,NULL,NULL,NULL,NULL,NULL,0,NULL
Star Delta Transformers Ltd,STARDELTA,Heavy Electrical Equipments,36.64,119.2,10.07,-11.23,NULL,35.72,5.22,1.58,0,0,0,0,NULL,0,NULL
Innovative Tech Pack Ltd,INNOVTEC,Packaging,36.6,17.1,-4.93,8.72,NULL,158.69,-7.79,-0.36,0,0,0,0,NULL,0,NULL
WINPRO INDUSTRIES LIMITED,WINPRO,Advertising,36.47,3.5,-43.94,NULL,NULL,0,-0.83,0,0,0,0,0,NULL,0,NULL
Aditya Spinners Ltd,ADITYASP,NULL,36.39,22.1,10.73,3.76,NULL,64.43,3.47,0.08,0,0,0,0,NULL,0,NULL
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,NULL,36.34,26.7,-59.57,47.42,NULL,61.07,-0.49,0.12,0,0,0,0,NULL,0,NULL
National Plastic Industries Ltd,NATPLAS,Plastic Products,36.27,40.15,12.86,-3.32,NULL,82.95,2.31,-0.51,0,0,0,0,NULL,0,NULL
Shree Krishna Paper Mills & Industries Ltd,SKPMIL,Paper Products,36.22,25.95,-27.44,-7.71,NULL,104.4,-1.72,-0.4,0,0,0,0,NULL,0,NULL
Prithvi Exchange (India) Ltd,PRITHVIEXCH,Investment Banking & Brokerage,36.11,43.8,361.14,175.75,NULL,1519.41,0.13,0.03,0,0,0,0,NULL,0,NULL
Tantia Constructions Ltd,TANTIACONS,Construction & Engineering,36.05,12.9,-15.95,-15.53,NULL,106.62,-2.25,0.01,0,0,0,0,NULL,0,NULL
Kakatiya Textiles Ltd,KAKTEX,Textiles,35.98,58.9,10.74,7.49,NULL,42.49,3.35,0,0,0,0,0,NULL,0,NULL
Sacheta Metals Ltd,SACHEMT,Housewares,35.94,19,16.19,8.38,NULL,91.96,3.02,0.8,0,0,0,0,NULL,0,NULL
International Constructions Ltd,SUBCAPCITY,Real Estate,35.9,98.15,97.03,43.07,NULL,9.71,-1,-1.37,0,0,0,0,NULL,0,NULL
Porwal Auto Components Ltd,PORWAL,Auto Parts,35.84,23.95,-238.95,3.31,NULL,108.23,-3.01,-2.86,0,0,0,0.01,NULL,0,NULL
Tasty Dairy Specialities Ltd,TDSL,Agro Products,35.83,17.55,-1.24,-7.43,NULL,162.44,-40.6,-11.64,0,0,0,-0.51,NULL,0,NULL
VAMA Industries Ltd,VAMA,Technology Hardware,35.81,6.94,596.88,-22.73,NULL,16.9,0.05,-0.01,0,0,0,0,NULL,0,NULL
Archidply Decor Ltd,ADL,Wood Products,35.69,62.45,169.94,NULL,NULL,43.07,0.31,0.1,0,0,0,0,NULL,0,NULL
Infronics Systems Ltd,INFRONICS,IT Services & Consulting,35.57,45.95,711.4,-6.47,NULL,6.82,0.05,0,0,0,0,27.43,NULL,0,NULL
Unison Metals Ltd,UNISON,Housewares,35.55,23.3,25.76,16.85,NULL,159.91,1.99,0.61,0,0,0,0,NULL,0,NULL
Emerald Leisures Ltd,EMERALL,Wellness Services,35.54,71,-3.67,2.63,NULL,8.72,-9.69,0,0,0,0,0,NULL,0,NULL
Polychem Ltd,POLYCHEM,Specialty Chemicals,35.5,872,72.45,5.78,NULL,36.6,0.76,0.27,-0.06,0,-0.04,0,NULL,0,NULL
Next Mediaworks Ltd,NEXTMEDIA,Radio,35.43,5.3,-2.08,-17.82,NULL,30.22,-30.72,-13.7,0,0,0,0,NULL,0,NULL
Wires and Fabriks (SA) Ltd,WIREFABR,Industrial Machinery,35.42,113.2,37.68,-1.04,NULL,96.01,0.46,-0.48,0,0,0,0,NULL,0,NULL
DSP Liquid ETF,LIQUIDETF,Debt,35.34,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
MFL India Ltd,MFLINDIA,NULL,35.29,0.98,19.83,-50.13,NULL,4.55,1.78,0,0,0,0,0,NULL,0,NULL
Kisan Mouldings Ltd,KISAN,Building Products - Pipes,35.27,10.37,-0.41,-8.38,NULL,310.88,-85.08,0,0.01,0,0,0,NULL,0,NULL
Dharani Sugars and Chemicals Ltd,DHARSUGAR,Sugar,35.17,10.35,-0.88,-39.87,NULL,40.68,-40.19,0,0,0,0,0,NULL,0,NULL
Tamilnadu Telecommunication Ltd,TNTELE,Telecom Equipments,35.15,7.95,-3.37,-61.55,NULL,0.02,-10.44,0,0,0,0,0,NULL,0,NULL
Visagar Polytex Ltd,VIVIDHA,Textiles,35.1,1.2,-61.59,-46.46,NULL,3.57,-0.57,0,-0.03,0.01,0,0,NULL,0,NULL
Kaycee Industries Ltd,KAYCEEI,Electrical Components & Equipments,35.09,6085.05,18.67,4,NULL,29.85,2.51,0.63,0,0,0,0,NULL,0,NULL
Keerti Knowledge and Skills Ltd,KEERTI,Education Services,35.08,34.45,-8.52,-0.44,NULL,4.92,-4.12,0,0,0,0,0,NULL,0,NULL
